open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
13.79,13.79,13.029,13.108,18102629,180201.SZ,2021-06-21,,,CNY
13.106,13.106,12.576,13.05,3610793,180201.SZ,2021-06-22,,,CNY
13.05,13.067,12.96,13.026,2256822,180201.SZ,2021-06-23,,,CNY
13.028,13.028,12.956,12.963,1869054,180201.SZ,2021-06-24,,,CNY
12.967,13.045,12.93,13.045,1480183,180201.SZ,2021-06-25,,,CNY
13.041,13.041,12.958,12.961,1129606,180201.SZ,2021-06-28,,,CNY
12.961,12.961,12.909,12.922,1033681,180201.SZ,2021-06-29,,,CNY
12.929,12.96,12.909,12.955,707191,180201.SZ,2021-06-30,,,CNY
12.955,13.098,12.949,13.044,1087307,180201.SZ,2021-07-01,,,CNY
13.04,13.04,12.931,12.956,874909,180201.SZ,2021-07-02,,,CNY
12.956,12.956,12.933,12.936,530072,180201.SZ,2021-07-05,,,CNY
12.936,12.936,12.911,12.913,770805,180201.SZ,2021-07-06,,,CNY
12.913,12.914,12.889,12.89,773215,180201.SZ,2021-07-07,,,CNY
12.89,12.89,12.808,12.808,1092297,180201.SZ,2021-07-08,,,CNY
12.807,12.808,12.721,12.738,922199,180201.SZ,2021-07-09,,,CNY
12.738,12.738,12.688,12.689,1122455,180201.SZ,2021-07-12,,,CNY
12.689,12.689,12.59,12.595,1050576,180201.SZ,2021-07-13,,,CNY
12.594,12.594,12.5,12.505,1218170,180201.SZ,2021-07-14,,,CNY
12.505,12.594,12.505,12.588,1254839,180201.SZ,2021-07-15,,,CNY
12.588,12.718,12.57,12.703,1326273,180201.SZ,2021-07-16,,,CNY
12.704,12.774,12.704,12.743,1417718,180201.SZ,2021-07-19,,,CNY
12.743,12.743,12.69,12.737,889797,180201.SZ,2021-07-20,,,CNY
12.736,12.738,12.701,12.71,702307,180201.SZ,2021-07-21,,,CNY
12.71,12.71,12.606,12.646,486480,180201.SZ,2021-07-22,,,CNY
12.646,12.696,12.646,12.672,665894,180201.SZ,2021-07-23,,,CNY
12.672,12.672,12.587,12.615,906550,180201.SZ,2021-07-26,,,CNY
12.688,12.688,12.545,12.576,1209440,180201.SZ,2021-07-27,,,CNY
12.576,12.576,12.546,12.552,1153738,180201.SZ,2021-07-28,,,CNY
12.552,12.574,12.55,12.557,1133542,180201.SZ,2021-07-29,,,CNY
12.556,12.556,12.526,12.534,1654445,180201.SZ,2021-07-30,,,CNY
12.533,12.533,12.505,12.511,1590821,180201.SZ,2021-08-02,,,CNY
12.51,12.52,12.503,12.506,1426437,180201.SZ,2021-08-03,,,CNY
12.505,12.52,12.501,12.506,916174,180201.SZ,2021-08-04,,,CNY
12.506,12.52,12.502,12.504,1544296,180201.SZ,2021-08-05,,,CNY
12.503,12.513,12.49,12.507,2607022,180201.SZ,2021-08-06,,,CNY
12.507,12.524,12.507,12.518,1285312,180201.SZ,2021-08-09,,,CNY
12.516,12.518,12.506,12.511,1275498,180201.SZ,2021-08-10,,,CNY
12.512,12.512,12.506,12.511,1278888,180201.SZ,2021-08-11,,,CNY
12.51,12.514,12.503,12.511,1308586,180201.SZ,2021-08-12,,,CNY
12.511,12.52,12.502,12.513,936975,180201.SZ,2021-08-13,,,CNY
12.513,12.513,12.505,12.507,1458931,180201.SZ,2021-08-16,,,CNY
12.507,12.51,12.5,12.501,1538114,180201.SZ,2021-08-17,,,CNY
12.5,12.505,12.496,12.5,1303793,180201.SZ,2021-08-18,,,CNY
12.499,12.513,12.498,12.513,2025915,180201.SZ,2021-08-19,,,CNY
12.513,12.537,12.502,12.536,1664501,180201.SZ,2021-08-20,,,CNY
12.537,12.619,12.523,12.605,1149131,180201.SZ,2021-08-23,,,CNY
