open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
8.78,8.783,8.6,8.605,13431461,508036.SH,2024-12-26,,,CNY
8.654,8.88,8.607,8.869,2560780,508036.SH,2024-12-27,,,CNY
8.869,9.04,8.78,8.801,4939378,508036.SH,2024-12-30,,,CNY
8.819,8.84,8.701,8.774,2897712,508036.SH,2024-12-31,,,CNY
8.799,8.849,8.773,8.821,6412758,508036.SH,2025-01-02,,,CNY
8.811,9.15,8.811,9.099,2040396,508036.SH,2025-01-03,,,CNY
9.16,9.45,9.11,9.237,2430809,508036.SH,2025-01-06,,,CNY
9.237,9.299,8.999,9.191,2147138,508036.SH,2025-01-07,,,CNY
9.191,9.199,9.101,9.185,3191433,508036.SH,2025-01-08,,,CNY
9.171,9.288,9.171,9.211,1482870,508036.SH,2025-01-09,,,CNY
9.211,9.211,9.116,9.208,1000974,508036.SH,2025-01-10,,,CNY
9.208,9.285,9.15,9.153,385539,508036.SH,2025-01-13,,,CNY
9.151,9.165,9.091,9.099,833092,508036.SH,2025-01-14,,,CNY
9.099,9.19,9.028,9.099,611100,508036.SH,2025-01-15,,,CNY
9.111,9.15,9.035,9.12,812710,508036.SH,2025-01-16,,,CNY
9.127,9.2,9.096,9.168,526223,508036.SH,2025-01-17,,,CNY
9.174,9.25,9.1,9.246,418171,508036.SH,2025-01-20,,,CNY
9.223,9.292,9.19,9.241,515978,508036.SH,2025-01-21,,,CNY
9.249,9.3,9.231,9.288,829667,508036.SH,2025-01-22,,,CNY
9.287,9.33,9.243,9.306,615685,508036.SH,2025-01-23,,,CNY
9.313,9.6,9.313,9.537,1270063,508036.SH,2025-01-24,,,CNY
9.538,9.721,9.537,9.721,821364,508036.SH,2025-01-27,,,CNY
9.85,9.85,9.578,9.648,1101900,508036.SH,2025-02-05,,,CNY
9.648,9.745,9.578,9.647,522972,508036.SH,2025-02-06,,,CNY
9.639,9.7,9.358,9.603,476706,508036.SH,2025-02-07,,,CNY
9.585,9.662,9.53,9.637,966418,508036.SH,2025-02-10,,,CNY
9.656,9.827,9.564,9.785,1001753,508036.SH,2025-02-11,,,CNY
9.778,9.88,9.684,9.744,1953742,508036.SH,2025-02-12,,,CNY
9.603,9.8,9.603,9.68,643400,508036.SH,2025-02-13,,,CNY
9.68,9.777,9.662,9.673,733314,508036.SH,2025-02-14,,,CNY
9.525,9.747,9.525,9.609,838266,508036.SH,2025-02-17,,,CNY
9.58,9.663,9.572,9.585,564800,508036.SH,2025-02-18,,,CNY
9.513,9.582,9.511,9.568,1616713,508036.SH,2025-02-19,,,CNY
9.56,9.717,9.531,9.715,2534022,508036.SH,2025-02-20,,,CNY
9.715,9.777,9.696,9.706,2655628,508036.SH,2025-02-21,,,CNY
9.61,9.797,9.61,9.62,887020,508036.SH,2025-02-24,,,CNY
9.619,9.66,9.61,9.643,1002061,508036.SH,2025-02-25,,,CNY
9.658,9.658,9.622,9.649,1164200,508036.SH,2025-02-26,,,CNY
9.625,9.66,9.481,9.6,1537000,508036.SH,2025-02-27,,,CNY
9.598,9.598,9.5,9.555,953601,508036.SH,2025-02-28,,,CNY
