open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
6.3,6.368,6.119,6.355,4702428.0,180402.SZ,2024-12-10,,,CNY
6.35,6.52,6.241,6.495,2807231.0,180402.SZ,2024-12-11,,,CNY
6.496,6.722,6.475,6.676,1739329.0,180402.SZ,2024-12-12,,,CNY
6.67,6.75,6.636,6.739,2552825.0,180402.SZ,2024-12-13,,,CNY
6.73,6.872,6.679,6.78,2402382.0,180402.SZ,2024-12-16,,,CNY
6.791,6.866,6.686,6.72,1584118.0,180402.SZ,2024-12-17,,,CNY
6.72,6.739,6.552,6.609,1479068.0,180402.SZ,2024-12-18,,,CNY
6.598,6.606,6.405,6.56,848637.0,180402.SZ,2024-12-19,,,CNY
6.522,6.665,6.522,6.605,853014.0,180402.SZ,2024-12-20,,,CNY
6.601,6.665,6.601,6.644,1302297.0,180402.SZ,2024-12-23,,,CNY
6.606,6.694,6.606,6.645,1220763.0,180402.SZ,2024-12-24,,,CNY
6.621,6.65,6.621,6.64,1151884.0,180402.SZ,2024-12-25,,,CNY
6.64,6.732,6.603,6.73,1077719.0,180402.SZ,2024-12-26,,,CNY
6.73,6.98,6.69,6.809,834180.0,180402.SZ,2024-12-27,,,CNY
6.769,6.878,6.769,6.806,1038110.0,180402.SZ,2024-12-30,,,CNY
6.863,6.863,6.785,6.79,1144047.0,180402.SZ,2024-12-31,,,CNY
6.75,6.845,6.75,6.793,861059.0,180402.SZ,2025-01-02,,,CNY
6.793,6.937,6.793,6.934,1296280.0,180402.SZ,2025-01-03,,,CNY
6.995,7.031,6.906,6.986,2024692.0,180402.SZ,2025-01-06,,,CNY
6.946,6.995,6.818,6.83,1045606.0,180402.SZ,2025-01-07,,,CNY
6.83,6.94,6.821,6.923,1003826.0,180402.SZ,2025-01-08,,,CNY
6.923,6.996,6.919,6.955,1445977.0,180402.SZ,2025-01-09,,,CNY
6.956,7.007,6.9,6.936,1147484.0,180402.SZ,2025-01-10,,,CNY
6.937,6.989,6.84,6.866,417428.0,180402.SZ,2025-01-13,,,CNY
6.832,6.968,6.8,6.803,215400.0,180402.SZ,2025-01-14,,,CNY
